"Notes"	"Age"	"Age Code"	"State"	"State Code"	"Year"	"Year Code"	Projected Populations
	"30 years"	"30"	"Virginia"	"51"	"2017"	"2017"	120828
	"30 years"	"30"	"Virginia"	"51"	"2018"	"2018"	123518
	"30 years"	"30"	"Virginia"	"51"	"2019"	"2019"	126008
	"30 years"	"30"	"Virginia"	"51"	"2020"	"2020"	129395
	"30 years"	"30"	"Washington"	"53"	"2011"	"2011"	96588
	"30 years"	"30"	"Washington"	"53"	"2012"	"2012"	99088
	"30 years"	"30"	"Washington"	"53"	"2013"	"2013"	101690
	"30 years"	"30"	"Washington"	"53"	"2014"	"2014"	102851
	"30 years"	"30"	"Washington"	"53"	"2015"	"2015"	104923
	"30 years"	"30"	"Washington"	"53"	"2016"	"2016"	106465
	"30 years"	"30"	"Washington"	"53"	"2017"	"2017"	106465
	"30 years"	"30"	"Washington"	"53"	"2018"	"2018"	108338
	"30 years"	"30"	"Washington"	"53"	"2019"	"2019"	110204
	"30 years"	"30"	"Washington"	"53"	"2020"	"2020"	113319
	"30 years"	"30"	"West Virginia"	"54"	"2011"	"2011"	24693
	"30 years"	"30"	"West Virginia"	"54"	"2012"	"2012"	23263
	"30 years"	"30"	"West Virginia"	"54"	"2013"	"2013"	22445
	"30 years"	"30"	"West Virginia"	"54"	"2014"	"2014"	20952
	"30 years"	"30"	"West Virginia"	"54"	"2015"	"2015"	20535
	"30 years"	"30"	"West Virginia"	"54"	"2016"	"2016"	20240
	"30 years"	"30"	"West Virginia"	"54"	"2017"	"2017"	19635
	"30 years"	"30"	"West Virginia"	"54"	"2018"	"2018"	19395
	"30 years"	"30"	"West Virginia"	"54"	"2019"	"2019"	19582
	"30 years"	"30"	"West Virginia"	"54"	"2020"	"2020"	20194
	"30 years"	"30"	"Wisconsin"	"55"	"2011"	"2011"	83731
	"30 years"	"30"	"Wisconsin"	"55"	"2012"	"2012"	82033
	"30 years"	"30"	"Wisconsin"	"55"	"2013"	"2013"	81400
	"30 years"	"30"	"Wisconsin"	"55"	"2014"	"2014"	80370
	"30 years"	"30"	"Wisconsin"	"55"	"2015"	"2015"	81084
	"30 years"	"30"	"Wisconsin"	"55"	"2016"	"2016"	80217
	"30 years"	"30"	"Wisconsin"	"55"	"2017"	"2017"	78497
	"30 years"	"30"	"Wisconsin"	"55"	"2018"	"2018"	77837
	"30 years"	"30"	"Wisconsin"	"55"	"2019"	"2019"	77888
	"30 years"	"30"	"Wisconsin"	"55"	"2020"	"2020"	79053
	"30 years"	"30"	"Wyoming"	"56"	"2011"	"2011"	7773
	"30 years"	"30"	"Wyoming"	"56"	"2012"	"2012"	7714
	"30 years"	"30"	"Wyoming"	"56"	"2013"	"2013"	7726
	"30 years"	"30"	"Wyoming"	"56"	"2014"	"2014"	7466
	"30 years"	"30"	"Wyoming"	"56"	"2015"	"2015"	7232
	"30 years"	"30"	"Wyoming"	"56"	"2016"	"2016"	6835
	"30 years"	"30"	"Wyoming"	"56"	"2017"	"2017"	6554
	"30 years"	"30"	"Wyoming"	"56"	"2018"	"2018"	6237
	"30 years"	"30"	"Wyoming"	"56"	"2019"	"2019"	6074
	"30 years"	"30"	"Wyoming"	"56"	"2020"	"2020"	6067
	"31 years"	"31"	"Alabama"	"01"	"2011"	"2011"	61261
	"31 years"	"31"	"Alabama"	"01"	"2012"	"2012"	60545
	"31 years"	"31"	"Alabama"	"01"	"2013"	"2013"	57529
	"31 years"	"31"	"Alabama"	"01"	"2014"	"2014"	56522
	"31 years"	"31"	"Alabama"	"01"	"2015"	"2015"	55895
	"31 years"	"31"	"Alabama"	"01"	"2016"	"2016"	55882
	"31 years"	"31"	"Alabama"	"01"	"2017"	"2017"	55587
	"31 years"	"31"	"Alabama"	"01"	"2018"	"2018"	54817
	"31 years"	"31"	"Alabama"	"01"	"2019"	"2019"	55070
	"31 years"	"31"	"Alabama"	"01"	"2020"	"2020"	56356
	"31 years"	"31"	"Alaska"	"02"	"2011"	"2011"	9390
	"31 years"	"31"	"Alaska"	"02"	"2012"	"2012"	9816
	"31 years"	"31"	"Alaska"	"02"	"2013"	"2013"	11035
	"31 years"	"31"	"Alaska"	"02"	"2014"	"2014"	12510
	"31 years"	"31"	"Alaska"	"02"	"2015"	"2015"	12721
	"31 years"	"31"	"Alaska"	"02"	"2016"	"2016"	13269
	"31 years"	"31"	"Alaska"	"02"	"2017"	"2017"	13397
	"31 years"	"31"	"Alaska"	"02"	"2018"	"2018"	13156
	"31 years"	"31"	"Alaska"	"02"	"2019"	"2019"	13130
	"31 years"	"31"	"Alaska"	"02"	"2020"	"2020"	12995
	"31 years"	"31"	"Arizona"	"04"	"2011"	"2011"	88390
	"31 years"	"31"	"Arizona"	"04"	"2012"	"2012"	89808
	"31 years"	"31"	"Arizona"	"04"	"2013"	"2013"	89380
	"31 years"	"31"	"Arizona"	"04"	"2014"	"2014"	90141
	"31 years"	"31"	"Arizona"	"04"	"2015"	"2015"	91457
	"31 years"	"31"	"Arizona"	"04"	"2016"	"2016"	95080
	"31 years"	"31"	"Arizona"	"04"	"2017"	"2017"	97821
	"31 years"	"31"	"Arizona"	"04"	"2018"	"2018"	99711
	"31 years"	"31"	"Arizona"	"04"	"2019"	"2019"	102575
	"31 years"	"31"	"Arizona"	"04"	"2020"	"2020"	105513
	"31 years"	"31"	"Arkansas"	"05"	"2011"	"2011"	38867
	"31 years"	"31"	"Arkansas"	"05"	"2012"	"2012"	38970
	"31 years"	"31"	"Arkansas"	"05"	"2013"	"2013"	37654
	"31 years"	"31"	"Arkansas"	"05"	"2014"	"2014"	37700
	"31 years"	"31"	"Arkansas"	"05"	"2015"	"2015"	37026
	"31 years"	"31"	"Arkansas"	"05"	"2016"	"2016"	36333
	"31 years"	"31"	"Arkansas"	"05"	"2017"	"2017"	35906
	"31 years"	"31"	"Arkansas"	"05"	"2018"	"2018"	35441
	"31 years"	"31"	"Arkansas"	"05"	"2019"	"2019"	35746
	"31 years"	"31"	"Arkansas"	"05"	"2020"	"2020"	36059
	"31 years"	"31"	"California"	"06"	"2011"	"2011"	550684
	"31 years"	"31"	"California"	"06"	"2012"	"2012"	563704
	"31 years"	"31"	"California"	"06"	"2013"	"2013"	572762
	"31 years"	"31"	"California"	"06"	"2014"	"2014"	584419
	"31 years"	"31"	"California"	"06"	"2015"	"2015"	588437
	"31 years"	"31"	"California"	"06"	"2016"	"2016"	603052
	"31 years"	"31"	"California"	"06"	"2017"	"2017"	614750
	"31 years"	"31"	"California"	"06"	"2018"	"2018"	624511
	"31 years"	"31"	"California"	"06"	"2019"	"2019"	642337
	"31 years"	"31"	"California"	"06"	"2020"	"2020"	658106
	"31 years"	"31"	"Colorado"	"08"	"2011"	"2011"	70269
	"31 years"	"31"	"Colorado"	"08"	"2012"	"2012"	70830
	"31 years"	"31"	"Colorado"	"08"	"2013"	"2013"	70793
	"31 years"	"31"	"Colorado"	"08"	"2014"	"2014"	71670
	"31 years"	"31"	"Colorado"	"08"	"2015"	"2015"	72145
	"31 years"	"31"	"Colorado"	"08"	"2016"	"2016"	73720
	"31 years"	"31"	"Colorado"	"08"	"2017"	"2017"	74567
	"31 years"	"31"	"Colorado"	"08"	"2018"	"2018"	74650
	"31 years"	"31"	"Colorado"	"08"	"2019"	"2019"	74606
	"31 years"	"31"	"Colorado"	"08"	"2020"	"2020"	74565
	"31 years"	"31"	"Connecticut"	"09"	"2011"	"2011"	46240
	"31 years"	"31"	"Connecticut"	"09"	"2012"	"2012"	47246
	"31 years"	"31"	"Connecticut"	"09"	"2013"	"2013"	48071
	"31 years"	"31"	"Connecticut"	"09"	"2014"	"2014"	48249
	"31 years"	"31"	"Connecticut"	"09"	"2015"	"2015"	47947
	"31 years"	"31"	"Connecticut"	"09"	"2016"	"2016"	48389
	"31 years"	"31"	"Connecticut"	"09"	"2017"	"2017"	48986
	"31 years"	"31"	"Connecticut"	"09"	"2018"	"2018"	48911
	"31 years"	"31"	"Connecticut"	"09"	"2019"	"2019"	49939
	"31 years"	"31"	"Connecticut"	"09"	"2020"	"2020"	50696
	"31 years"	"31"	"Delaware"	"10"	"2011"	"2011"	12266
	"31 years"	"31"	"Delaware"	"10"	"2012"	"2012"	12486
	"31 years"	"31"	"Delaware"	"10"	"2013"	"2013"	11624
	"31 years"	"31"	"Delaware"	"10"	"2014"	"2014"	11098
	"31 years"	"31"	"Delaware"	"10"	"2015"	"2015"	11122
	"31 years"	"31"	"Delaware"	"10"	"2016"	"2016"	11261
	"31 years"	"31"	"Delaware"	"10"	"2017"	"2017"	11338
	"31 years"	"31"	"Delaware"	"10"	"2018"	"2018"	11133
	"31 years"	"31"	"Delaware"	"10"	"2019"	"2019"	11375
	"31 years"	"31"	"Delaware"	"10"	"2020"	"2020"	11454
	"31 years"	"31"	"District of Columbia"	"11"	"2011"	"2011"	11776
	"31 years"	"31"	"District of Columbia"	"11"	"2012"	"2012"	11811
	"31 years"	"31"	"District of Columbia"	"11"	"2013"	"2013"	9040
	"31 years"	"31"	"District of Columbia"	"11"	"2014"	"2014"	6964
	"31 years"	"31"	"District of Columbia"	"11"	"2015"	"2015"	7031
	"31 years"	"31"	"District of Columbia"	"11"	"2016"	"2016"	7209
	"31 years"	"31"	"District of Columbia"	"11"	"2017"	"2017"	7480
	"31 years"	"31"	"District of Columbia"	"11"	"2018"	"2018"	7905
	"31 years"	"31"	"District of Columbia"	"11"	"2019"	"2019"	8307
	"31 years"	"31"	"District of Columbia"	"11"	"2020"	"2020"	8960
	"31 years"	"31"	"Florida"	"12"	"2011"	"2011"	231710
	"31 years"	"31"	"Florida"	"12"	"2012"	"2012"	238151
	"31 years"	"31"	"Florida"	"12"	"2013"	"2013"	242748
	"31 years"	"31"	"Florida"	"12"	"2014"	"2014"	247809
	"31 years"	"31"	"Florida"	"12"	"2015"	"2015"	252041
	"31 years"	"31"	"Florida"	"12"	"2016"	"2016"	258573
	"31 years"	"31"	"Florida"	"12"	"2017"	"2017"	263082
	"31 years"	"31"	"Florida"	"12"	"2018"	"2018"	266568
	"31 years"	"31"	"Florida"	"12"	"2019"	"2019"	273654
	"31 years"	"31"	"Florida"	"12"	"2020"	"2020"	281100
	"31 years"	"31"	"Georgia"	"13"	"2011"	"2011"	143926
	"31 years"	"31"	"Georgia"	"13"	"2012"	"2012"	143917
	"31 years"	"31"	"Georgia"	"13"	"2013"	"2013"	139853
	"31 years"	"31"	"Georgia"	"13"	"2014"	"2014"	138248
	"31 years"	"31"	"Georgia"	"13"	"2015"	"2015"	137417
	"31 years"	"31"	"Georgia"	"13"	"2016"	"2016"	138965
	"31 years"	"31"	"Georgia"	"13"	"2017"	"2017"	139929
	"31 years"	"31"	"Georgia"	"13"	"2018"	"2018"	140788
	"31 years"	"31"	"Georgia"	"13"	"2019"	"2019"	144117
	"31 years"	"31"	"Georgia"	"13"	"2020"	"2020"	147791
	"31 years"	"31"	"Hawaii"	"15"	"2011"	"2011"	17276
	"31 years"	"31"	"Hawaii"	"15"	"2012"	"2012"	16765
	"31 years"	"31"	"Hawaii"	"15"	"2013"	"2013"	16957
	"31 years"	"31"	"Hawaii"	"15"	"2014"	"2014"	18331
	"31 years"	"31"	"Hawaii"	"15"	"2015"	"2015"	18779
	"31 years"	"31"	"Hawaii"	"15"	"2016"	"2016"	18960
	"31 years"	"31"	"Hawaii"	"15"	"2017"	"2017"	19531
	"31 years"	"31"	"Hawaii"	"15"	"2018"	"2018"	19872
	"31 years"	"31"	"Hawaii"	"15"	"2019"	"2019"	20100
	"31 years"	"31"	"Hawaii"	"15"	"2020"	"2020"	20137
	"31 years"	"31"	"Idaho"	"16"	"2011"	"2011"	23583
	"31 years"	"31"	"Idaho"	"16"	"2012"	"2012"	25326
	"31 years"	"31"	"Idaho"	"16"	"2013"	"2013"	25640
	"31 years"	"31"	"Idaho"	"16"	"2014"	"2014"	24718
	"31 years"	"31"	"Idaho"	"16"	"2015"	"2015"	23959
	"31 years"	"31"	"Idaho"	"16"	"2016"	"2016"	23346
	"31 years"	"31"	"Idaho"	"16"	"2017"	"2017"	22570
	"31 years"	"31"	"Idaho"	"16"	"2018"	"2018"	21998
	"31 years"	"31"	"Idaho"	"16"	"2019"	"2019"	22075
	"31 years"	"31"	"Idaho"	"16"	"2020"	"2020"	22300
	"31 years"	"31"	"Illinois"	"17"	"2011"	"2011"	187900
	"31 years"	"31"	"Illinois"	"17"	"2012"	"2012"	189370
	"31 years"	"31"	"Illinois"	"17"	"2013"	"2013"	187300
	"31 years"	"31"	"Illinois"	"17"	"2014"	"2014"	186757
	"31 years"	"31"	"Illinois"	"17"	"2015"	"2015"	182510
	"31 years"	"31"	"Illinois"	"17"	"2016"	"2016"	182337
	"31 years"	"31"	"Illinois"	"17"	"2017"	"2017"	180947
	"31 years"	"31"	"Illinois"	"17"	"2018"	"2018"	178578
	"31 years"	"31"	"Illinois"	"17"	"2019"	"2019"	181551
	"31 years"	"31"	"Illinois"	"17"	"2020"	"2020"	183814
	"31 years"	"31"	"Indiana"	"18"	"2011"	"2011"	93933
	"31 years"	"31"	"Indiana"	"18"	"2012"	"2012"	92897
	"31 years"	"31"	"Indiana"	"18"	"2013"	"2013"	87445
	"31 years"	"31"	"Indiana"	"18"	"2014"	"2014"	84822
	"31 years"	"31"	"Indiana"	"18"	"2015"	"2015"	82998
	"31 years"	"31"	"Indiana"	"18"	"2016"	"2016"	83748
	"31 years"	"31"	"Indiana"	"18"	"2017"	"2017"	83410
	"31 years"	"31"	"Indiana"	"18"	"2018"	"2018"	82627
	"31 years"	"31"	"Indiana"	"18"	"2019"	"2019"	84047
	"31 years"	"31"	"Indiana"	"18"	"2020"	"2020"	85933
	"31 years"	"31"	"Iowa"	"19"	"2011"	"2011"	44003
	"31 years"	"31"	"Iowa"	"19"	"2012"	"2012"	43369
	"31 years"	"31"	"Iowa"	"19"	"2013"	"2013"	41040
	"31 years"	"31"	"Iowa"	"19"	"2014"	"2014"	38999
	"31 years"	"31"	"Iowa"	"19"	"2015"	"2015"	37760
	"31 years"	"31"	"Iowa"	"19"	"2016"	"2016"	37367
	"31 years"	"31"	"Iowa"	"19"	"2017"	"2017"	36338
	"31 years"	"31"	"Iowa"	"19"	"2018"	"2018"	35070
	"31 years"	"31"	"Iowa"	"19"	"2019"	"2019"	35217
	"31 years"	"31"	"Iowa"	"19"	"2020"	"2020"	35766
	"31 years"	"31"	"Kansas"	"20"	"2011"	"2011"	40140
	"31 years"	"31"	"Kansas"	"20"	"2012"	"2012"	39989
	"31 years"	"31"	"Kansas"	"20"	"2013"	"2013"	38624
	"31 years"	"31"	"Kansas"	"20"	"2014"	"2014"	38239
	"31 years"	"31"	"Kansas"	"20"	"2015"	"2015"	37941
	"31 years"	"31"	"Kansas"	"20"	"2016"	"2016"	38119
	"31 years"	"31"	"Kansas"	"20"	"2017"	"2017"	37735
	"31 years"	"31"	"Kansas"	"20"	"2018"	"2018"	37109
	"31 years"	"31"	"Kansas"	"20"	"2019"	"2019"	36706
	"31 years"	"31"	"Kansas"	"20"	"2020"	"2020"	37143
	"31 years"	"31"	"Kentucky"	"21"	"2011"	"2011"	60219
	"31 years"	"31"	"Kentucky"	"21"	"2012"	"2012"	59334
	"31 years"	"31"	"Kentucky"	"21"	"2013"	"2013"	56692
	"31 years"	"31"	"Kentucky"	"21"	"2014"	"2014"	56668
	"31 years"	"31"	"Kentucky"	"21"	"2015"	"2015"	55432
	"31 years"	"31"	"Kentucky"	"21"	"2016"	"2016"	55291
	"31 years"	"31"	"Kentucky"	"21"	"2017"	"2017"	55303
	"31 years"	"31"	"Kentucky"	"21"	"2018"	"2018"	54750
	"31 years"	"31"	"Kentucky"	"21"	"2019"	"2019"	55004
	"31 years"	"31"	"Kentucky"	"21"	"2020"	"2020"	56180
	"31 years"	"31"	"Louisiana"	"22"	"2011"	"2011"	65220
	"31 years"	"31"	"Louisiana"	"22"	"2012"	"2012"	66169
	"31 years"	"31"	"Louisiana"	"22"	"2013"	"2013"	65445
	"31 years"	"31"	"Louisiana"	"22"	"2014"	"2014"	64544
	"31 years"	"31"	"Louisiana"	"22"	"2015"	"2015"	63844
	"31 years"	"31"	"Louisiana"	"22"	"2016"	"2016"	63569
	"31 years"	"31"	"Louisiana"	"22"	"2017"	"2017"	62756
	"31 years"	"31"	"Louisiana"	"22"	"2018"	"2018"	60829
	"31 years"	"31"	"Louisiana"	"22"	"2019"	"2019"	60261
	"31 years"	"31"	"Louisiana"	"22"	"2020"	"2020"	61285
	"31 years"	"31"	"Maine"	"23"	"2011"	"2011"	18086
	"31 years"	"31"	"Maine"	"23"	"2012"	"2012"	19179
	"31 years"	"31"	"Maine"	"23"	"2013"	"2013"	19743
	"31 years"	"31"	"Maine"	"23"	"2014"	"2014"	19822
	"31 years"	"31"	"Maine"	"23"	"2015"	"2015"	19443
	"31 years"	"31"	"Maine"	"23"	"2016"	"2016"	19223
	"31 years"	"31"	"Maine"	"23"	"2017"	"2017"	18804
	"31 years"	"31"	"Maine"	"23"	"2018"	"2018"	18413
	"31 years"	"31"	"Maine"	"23"	"2019"	"2019"	18254
	"31 years"	"31"	"Maine"	"23"	"2020"	"2020"	17970
	"31 years"	"31"	"Maryland"	"24"	"2011"	"2011"	82985
	"31 years"	"31"	"Maryland"	"24"	"2012"	"2012"	85869
	"31 years"	"31"	"Maryland"	"24"	"2013"	"2013"	88476
	"31 years"	"31"	"Maryland"	"24"	"2014"	"2014"	92111
	"31 years"	"31"	"Maryland"	"24"	"2015"	"2015"	93214
	"31 years"	"31"	"Maryland"	"24"	"2016"	"2016"	95123
	"31 years"	"31"	"Maryland"	"24"	"2017"	"2017"	96390
	"31 years"	"31"	"Maryland"	"24"	"2018"	"2018"	97226
	"31 years"	"31"	"Maryland"	"24"	"2019"	"2019"	99034
	"31 years"	"31"	"Maryland"	"24"	"2020"	"2020"	100567
	"31 years"	"31"	"Massachusetts"	"25"	"2011"	"2011"	88384
	"31 years"	"31"	"Massachusetts"	"25"	"2012"	"2012"	90204
	"31 years"	"31"	"Massachusetts"	"25"	"2013"	"2013"	86336
	"31 years"	"31"	"Massachusetts"	"25"	"2014"	"2014"	82837
	"31 years"	"31"	"Massachusetts"	"25"	"2015"	"2015"	83896
	"31 years"	"31"	"Massachusetts"	"25"	"2016"	"2016"	87090
	"31 years"	"31"	"Massachusetts"	"25"	"2017"	"2017"	89303
	"31 years"	"31"	"Massachusetts"	"25"	"2018"	"2018"	90534
	"31 years"	"31"	"Massachusetts"	"25"	"2019"	"2019"	93465
	"31 years"	"31"	"Massachusetts"	"25"	"2020"	"2020"	95300
	"31 years"	"31"	"Michigan"	"26"	"2011"	"2011"	146522
	"31 years"	"31"	"Michigan"	"26"	"2012"	"2012"	148474
	"31 years"	"31"	"Michigan"	"26"	"2013"	"2013"	146144
	"31 years"	"31"	"Michigan"	"26"	"2014"	"2014"	144057
	"31 years"	"31"	"Michigan"	"26"	"2015"	"2015"	142103
	"31 years"	"31"	"Michigan"	"26"	"2016"	"2016"	143757
	"31 years"	"31"	"Michigan"	"26"	"2017"	"2017"	142913
	"31 years"	"31"	"Michigan"	"26"	"2018"	"2018"	141489
	"31 years"	"31"	"Michigan"	"26"	"2019"	"2019"	143156
	"31 years"	"31"	"Michigan"	"26"	"2020"	"2020"	144858
	"31 years"	"31"	"Minnesota"	"27"	"2011"	"2011"	81158
	"31 years"	"31"	"Minnesota"	"27"	"2012"	"2012"	84142
	"31 years"	"31"	"Minnesota"	"27"	"2013"	"2013"	85486
	"31 years"	"31"	"Minnesota"	"27"	"2014"	"2014"	85674
	"31 years"	"31"	"Minnesota"	"27"	"2015"	"2015"	84464
	"31 years"	"31"	"Minnesota"	"27"	"2016"	"2016"	85347
	"31 years"	"31"	"Minnesota"	"27"	"2017"	"2017"	84474
	"31 years"	"31"	"Minnesota"	"27"	"2018"	"2018"	83108
	"31 years"	"31"	"Minnesota"	"27"	"2019"	"2019"	83503
	"31 years"	"31"	"Minnesota"	"27"	"2020"	"2020"	83635
	"31 years"	"31"	"Mississippi"	"28"	"2011"	"2011"	42084
	"31 years"	"31"	"Mississippi"	"28"	"2012"	"2012"	42372
	"31 years"	"31"	"Mississippi"	"28"	"2013"	"2013"	39014
	"31 years"	"31"	"Mississippi"	"28"	"2014"	"2014"	37415
	"31 years"	"31"	"Mississippi"	"28"	"2015"	"2015"	36054
	"31 years"	"31"	"Mississippi"	"28"	"2016"	"2016"	35733
	"31 years"	"31"	"Mississippi"	"28"	"2017"	"2017"	35030
	"31 years"	"31"	"Mississippi"	"28"	"2018"	"2018"	34033
	"31 years"	"31"	"Mississippi"	"28"	"2019"	"2019"	34274
	"31 years"	"31"	"Mississippi"	"28"	"2020"	"2020"	35483
	"31 years"	"31"	"Missouri"	"29"	"2011"	"2011"	82951
	"31 years"	"31"	"Missouri"	"29"	"2012"	"2012"	84292
	"31 years"	"31"	"Missouri"	"29"	"2013"	"2013"	82803
	"31 years"	"31"	"Missouri"	"29"	"2014"	"2014"	82378
	"31 years"	"31"	"Missouri"	"29"	"2015"	"2015"	81739
	"31 years"	"31"	"Missouri"	"29"	"2016"	"2016"	82099
	"31 years"	"31"	"Missouri"	"29"	"2017"	"2017"	82162
	"31 years"	"31"	"Missouri"	"29"	"2018"	"2018"	80575
	"31 years"	"31"	"Missouri"	"29"	"2019"	"2019"	81163
	"31 years"	"31"	"Missouri"	"29"	"2020"	"2020"	82231
	"31 years"	"31"	"Montana"	"30"	"2011"	"2011"	12864
	"31 years"	"31"	"Montana"	"30"	"2012"	"2012"	13085
	"31 years"	"31"	"Montana"	"30"	"2013"	"2013"	13614
	"31 years"	"31"	"Montana"	"30"	"2014"	"2014"	13729
	"31 years"	"31"	"Montana"	"30"	"2015"	"2015"	13355
	"31 years"	"31"	"Montana"	"30"	"2016"	"2016"	13171
	"31 years"	"31"	"Montana"	"30"	"2017"	"2017"	12738
	"31 years"	"31"	"Montana"	"30"	"2018"	"2018"	12145
	"31 years"	"31"	"Montana"	"30"	"2019"	"2019"	12014
	"31 years"	"31"	"Montana"	"30"	"2020"	"2020"	11659
	"31 years"	"31"	"Nebraska"	"31"	"2011"	"2011"	23735
	"31 years"	"31"	"Nebraska"	"31"	"2012"	"2012"	24087
	"31 years"	"31"	"Nebraska"	"31"	"2013"	"2013"	23402
	"31 years"	"31"	"Nebraska"	"31"	"2014"	"2014"	23419
	"31 years"	"31"	"Nebraska"	"31"	"2015"	"2015"	23077
	"31 years"	"31"	"Nebraska"	"31"	"2016"	"2016"	22919
	"31 years"	"31"	"Nebraska"	"31"	"2017"	"2017"	22408
	"31 years"	"31"	"Nebraska"	"31"	"2018"	"2018"	21750
	"31 years"	"31"	"Nebraska"	"31"	"2019"	"2019"	21502
	"31 years"	"31"	"Nebraska"	"31"	"2020"	"2020"	21606
	"31 years"	"31"	"Nevada"	"32"	"2011"	"2011"	34195
	"31 years"	"31"	"Nevada"	"32"	"2012"	"2012"	34377
	"31 years"	"31"	"Nevada"	"32"	"2013"	"2013"	35215
	"31 years"	"31"	"Nevada"	"32"	"2014"	"2014"	36197
	"31 years"	"31"	"Nevada"	"32"	"2015"	"2015"	36539
	"31 years"	"31"	"Nevada"	"32"	"2016"	"2016"	37484
	"31 years"	"31"	"Nevada"	"32"	"2017"	"2017"	38508
	"31 years"	"31"	"Nevada"	"32"	"2018"	"2018"	39244
	"31 years"	"31"	"Nevada"	"32"	"2019"	"2019"	40460
	"31 years"	"31"	"Nevada"	"32"	"2020"	"2020"	42072
	"31 years"	"31"	"New Hampshire"	"33"	"2011"	"2011"	20599
	"31 years"	"31"	"New Hampshire"	"33"	"2012"	"2012"	21730
	"31 years"	"31"	"New Hampshire"	"33"	"2013"	"2013"	21436
	"31 years"	"31"	"New Hampshire"	"33"	"2014"	"2014"	21140
	"31 years"	"31"	"New Hampshire"	"33"	"2015"	"2015"	20790
	"31 years"	"31"	"New Hampshire"	"33"	"2016"	"2016"	21042
	"31 years"	"31"	"New Hampshire"	"33"	"2017"	"2017"	21298
	"31 years"	"31"	"New Hampshire"	"33"	"2018"	"2018"	21111
	"31 years"	"31"	"New Hampshire"	"33"	"2019"	"2019"	21467
	"31 years"	"31"	"New Hampshire"	"33"	"2020"	"2020"	21559
	"31 years"	"31"	"New Jersey"	"34"	"2011"	"2011"	118453
	"31 years"	"31"	"New Jersey"	"34"	"2012"	"2012"	119222
	"31 years"	"31"	"New Jersey"	"34"	"2013"	"2013"	125099
	"31 years"	"31"	"New Jersey"	"34"	"2014"	"2014"	129416
	"31 years"	"31"	"New Jersey"	"34"	"2015"	"2015"	126631
	"31 years"	"31"	"New Jersey"	"34"	"2016"	"2016"	125978
	"31 years"	"31"	"New Jersey"	"34"	"2017"	"2017"	126470
	"31 years"	"31"	"New Jersey"	"34"	"2018"	"2018"	126391
	"31 years"	"31"	"New Jersey"	"34"	"2019"	"2019"	128673
	"31 years"	"31"	"New Jersey"	"34"	"2020"	"2020"	130540
	"31 years"	"31"	"New Mexico"	"35"	"2011"	"2011"	24344
	"31 years"	"31"	"New Mexico"	"35"	"2012"	"2012"	25047
	"31 years"	"31"	"New Mexico"	"35"	"2013"	"2013"	25649
	"31 years"	"31"	"New Mexico"	"35"	"2014"	"2014"	26469
	"31 years"	"31"	"New Mexico"	"35"	"2015"	"2015"	26114
	"31 years"	"31"	"New Mexico"	"35"	"2016"	"2016"	25996
	"31 years"	"31"	"New Mexico"	"35"	"2017"	"2017"	25693
	"31 years"	"31"	"New Mexico"	"35"	"2018"	"2018"	25346
	"31 years"	"31"	"New Mexico"	"35"	"2019"	"2019"	24854
	"31 years"	"31"	"New Mexico"	"35"	"2020"	"2020"	24645
	"31 years"	"31"	"New York"	"36"	"2011"	"2011"	267828
	"31 years"	"31"	"New York"	"36"	"2012"	"2012"	270701
	"31 years"	"31"	"New York"	"36"	"2013"	"2013"	267574
	"31 years"	"31"	"New York"	"36"	"2014"	"2014"	268085
	"31 years"	"31"	"New York"	"36"	"2015"	"2015"	266809
	"31 years"	"31"	"New York"	"36"	"2016"	"2016"	269886
	"31 years"	"31"	"New York"	"36"	"2017"	"2017"	272586
	"31 years"	"31"	"New York"	"36"	"2018"	"2018"	273400
	"31 years"	"31"	"New York"	"36"	"2019"	"2019"	278540
	"31 years"	"31"	"New York"	"36"	"2020"	"2020"	283458
	"31 years"	"31"	"North Carolina"	"37"	"2011"	"2011"	127451
	"31 years"	"31"	"North Carolina"	"37"	"2012"	"2012"	123290
	"31 years"	"31"	"North Carolina"	"37"	"2013"	"2013"	116594
	"31 years"	"31"	"North Carolina"	"37"	"2014"	"2014"	114716
	"31 years"	"31"	"North Carolina"	"37"	"2015"	"2015"	116733
	"31 years"	"31"	"North Carolina"	"37"	"2016"	"2016"	122529
	"31 years"	"31"	"North Carolina"	"37"	"2017"	"2017"	126600
	"31 years"	"31"	"North Carolina"	"37"	"2018"	"2018"	129978
	"31 years"	"31"	"North Carolina"	"37"	"2019"	"2019"	135049
	"31 years"	"31"	"North Carolina"	"37"	"2020"	"2020"	139680
	"31 years"	"31"	"North Dakota"	"38"	"2011"	"2011"	8676
	"31 years"	"31"	"North Dakota"	"38"	"2012"	"2012"	8363
	"31 years"	"31"	"North Dakota"	"38"	"2013"	"2013"	7821
	"31 years"	"31"	"North Dakota"	"38"	"2014"	"2014"	7758
	"31 years"	"31"	"North Dakota"	"38"	"2015"	"2015"	7811
	"31 years"	"31"	"North Dakota"	"38"	"2016"	"2016"	8057
	"31 years"	"31"	"North Dakota"	"38"	"2017"	"2017"	8048
	"31 years"	"31"	"North Dakota"	"38"	"2018"	"2018"	7741
	"31 years"	"31"	"North Dakota"	"38"	"2019"	"2019"	7786
	"31 years"	"31"	"North Dakota"	"38"	"2020"	"2020"	7820
